idmarca;Marca;idmodelo;Modelo;idversion;Version;idpais
28;Ford;1830;Escort;3116;GL;27
28;Ford;1830;Escort;3117;GL AA;27
28;Ford;1830;Escort;3118;GL Coupé;27
28;Ford;1830;Escort;3119;GLX Coupé;27
28;Ford;1830;Escort;3120;LX;27
28;Ford;1830;Escort;3121;LX 5P;27
28;Ford;1830;Escort;3122;LX AA 5P;27
28;Ford;1830;Escort;3123;LX DSL 5P;27
28;Ford;1830;Escort;3124;LX DSL AA 5P;27
28;Ford;1830;Escort;3125;LX DSL Plus 4P;27
28;Ford;1830;Escort;3126;LX DSL Rural AA;27
28;Ford;1830;Escort;3127;LX Rural AA;27
28;Ford;1830;Escort;3128;LX TD;27
28;Ford;1830;Escort;3129;LX TDi Plus;27
28;Ford;1830;Escort;3130;RS Coupé;27
28;Ford;1830;Escort;3131;Si Coupe;27
28;Ford;1830;Escort;3132;XR3;27
28;Ford;1830;Escort;3133;XR3  Coupé;27
28;Ford;1830;Escort;3134;XR3 Cabriolet;27
28;Ford;1843;F-400;3242;4000;27
28;Ford;1843;F-400;3243;Otra Versión;27
28;Ford;1834;Explorer;3174;4.0 3P;27
28;Ford;1834;Explorer;3175;4.0 5P;27
28;Ford;1834;Explorer;3176;XLT 4x2;27
28;Ford;1834;Explorer;3177;XLT 4x4;27
28;Ford;1834;Explorer;3178;XLT Limited;27
28;Ford;1854;Fairlane;3254;LTD;27
28;Ford;1854;Fairlane;3255;Otra Versión;27
28;Ford;1856;Falcon;3256;3.0 Ghia Lujo;27
28;Ford;1856;Falcon;3257;3.0 GL Rural Std;27
28;Ford;1856;Falcon;3258;3.0 GL Std;27
28;Ford;1856;Falcon;3259;3.6 Ghia;27
28;Ford;1856;Falcon;3260;3.6 Sprint;27
28;Ford;1856;Falcon;3261;Futura;27
28;Ford;1856;Falcon;3262;GL Diesel;27
28;Ford;1856;Falcon;3263;Otra Versión;27
28;Ford;1856;Falcon;3264;Rural Ghia Full;27
28;Ford;1858;Fiesta;3279;Ambiente;27
28;Ford;1858;Fiesta;3280;Ambiente Plus;27
28;Ford;1858;Fiesta;3281;Ambiente TDCi;27
28;Ford;1858;Fiesta;3282;CL 1.3 3P;27
28;Ford;1858;Fiesta;3283;CL 1.3 5P;27
28;Ford;1858;Fiesta;3284;CLX 1.3;27
28;Ford;1858;Fiesta;3285;CLX 1.3 Full;27
28;Ford;1858;Fiesta;3286;CLX 1.4 16v 5P;27
28;Ford;1858;Fiesta;3287;CLX 1.6 5P;27
28;Ford;1858;Fiesta;3288;CLX 1.8 5P DSL;27
28;Ford;1858;Fiesta;3289;CLX 1.8 5P DSL Full;27
28;Ford;1858;Fiesta;3290;CLX Sport 5P;27
28;Ford;1858;Fiesta;3291;Edge;27
28;Ford;1858;Fiesta;3292;Edge Plus;27
28;Ford;1858;Fiesta;3293;Edge TDCi;27
28;Ford;1858;Fiesta;3294;Energy;27
28;Ford;1858;Fiesta;3295;Energy TDCi;27
28;Ford;1858;Fiesta;3296;Fresh;27
28;Ford;1858;Fiesta;3298;LX 1.4 3P;27
28;Ford;1858;Fiesta;3299;LX 1.4 3P AA DA;27
28;Ford;1858;Fiesta;3300;LX 1.4 5P;27
28;Ford;1858;Fiesta;3301;LX 1.4 5P AA DA;27
28;Ford;1858;Fiesta;3302;LX 1.6 3P;27
28;Ford;1858;Fiesta;3303;LX 1.6 3P AA DA;27
28;Ford;1858;Fiesta;3304;LX 1.6 5P;27
28;Ford;1858;Fiesta;3305;LX 1.6 5P AA;27
28;Ford;1858;Fiesta;3306;LX 1.6 5P AA DA;27
28;Ford;1858;Fiesta;3307;LX 1.8 3P DSL;27
28;Ford;1858;Fiesta;3308;LX 1.8 5P DSL;27
28;Ford;1858;Fiesta;3309;LX 1.8 5P DSL AA DA;27
28;Ford;1858;Fiesta;3310;Max Ambiente;27
28;Ford;1858;Fiesta;3311;Max Ambiente 1.4L Tdi;27
28;Ford;1858;Fiesta;3312;Max Ambiente Plus;27
28;Ford;1858;Fiesta;3313;Max Ambiente Plus 1.6L;27
28;Ford;1858;Fiesta;3314;Max Ambiente Plus 1.6L MP3;27
28;Ford;1858;Fiesta;3315;Max Ambiente TDCi;27
28;Ford;1858;Fiesta;3316;Max Edge;27
28;Ford;1858;Fiesta;3317;Max Edge 1.4L TDi;27
28;Ford;1858;Fiesta;3318;Max Edge Plus;27
28;Ford;1858;Fiesta;3319;Max Edge Plus 1.6 MP3;27
28;Ford;1858;Fiesta;3320;Max Edge TDCi;27
28;Ford;1858;Fiesta;3321;Max Energy;27
28;Ford;1858;Fiesta;3322;Max Energy TDCi;27
28;Ford;1858;Fiesta;3323;Max Fresh;27
28;Ford;1858;Fiesta;3324;Max Fresh TDCi;27
28;Ford;1831;Euro Escort;3144;1.4 4P;27
28;Ford;1831;Euro Escort;3145;1.4 Sw;27
28;Ford;1831;Euro Escort;3146;1.6 Sw;27
28;Ford;1831;Euro Escort;3147;Otra Versión;27
28;Ford;1835;F-100;3188;3.6 Nafta Lujo / XLT;27
28;Ford;1835;F-100;3189;3.6 Nafta Std;27
28;Ford;1835;F-100;3190;3.6 Nafta Super Cab;27
28;Ford;1835;F-100;3191;Deluxe;27
28;Ford;1835;F-100;3192;DSL 4x4;27
28;Ford;1835;F-100;3193;DSL MWM Std;27
28;Ford;1835;F-100;3194;V8 STD;27
28;Ford;1835;F-100;3195;XL;27
28;Ford;1835;F-100;3196;XL AA;27
28;Ford;1835;F-100;3197;XL DSL Cummins 3.9;27
28;Ford;1835;F-100;3198;XL DSL Cummins 3.9 AA;27
28;Ford;1835;F-100;3199;XL DSL Cummins 3.9 S/Duty;27
28;Ford;1835;F-100;3200;XL DSL Cummins 3.9 S/Duty AA;27
28;Ford;1835;F-100;3201;XL DSL Maxion Super Cab;27
28;Ford;1835;F-100;3202;XL Nafta 4.9i AA;27
28;Ford;1835;F-100;3203;XL Nafta 4.9i Std;27
28;Ford;1835;F-100;3204;XL Super Duty;27
28;Ford;1835;F-100;3205;XL TD;27
28;Ford;1835;F-100;3206;XL TD MWM;27
28;Ford;1835;F-100;3207;XL TD Plus;27
28;Ford;1835;F-100;3208;XL TDi Plus 3.9 Cummins Cabina Doble 4X4;27
28;Ford;1835;F-100;3209;XL TDi Plus 3.9 Cummins Cabina Simple 4X4;27
28;Ford;1835;F-100;3210;XLT DSL Cummins 3.9;27
28;Ford;1835;F-100;3211;XLT DSL Cummins 3.9 AA;27
28;Ford;1835;F-100;3212;XLT DSL Lujo MWM;27
28;Ford;1835;F-100;3213;XLT DSL Maxion  Super Cab;27
28;Ford;1835;F-100;3214;XLT DSL Maxion Std;27
28;Ford;1835;F-100;3215;XLT DSL MWM;27
28;Ford;1835;F-100;3216;XLT Nafta 4.9i;27
28;Ford;1835;F-100;3217;XLT TD;27
28;Ford;1835;F-100;3218;XLT TD MWM;27
28;Ford;1835;F-100;3219;XLT TD Plus;27
28;Ford;1835;F-100;3220;XLT TD Plus Cabina Doble;27
28;Ford;1835;F-100;3221;XLT TDi 3.9 TDi Cummins Cabina Doble 4X2;27
28;Ford;1835;F-100;3222;XLT TDi 3.9 TDi Cummins Cabina Simple 4X2;27
28;Ford;1835;F-100;3223;XLT TDi 3.9L Cummins Cabina Simple 4X2;27
28;Ford;1835;F-100;3224;XLT1 4x4;27
28;Ford;1836;F14000;3225;Ln ( Cummings );27
28;Ford;1836;F14000;3226;Otra Versión;27
28;Ford;1838;F-150;3227;DSL;27
28;Ford;1838;F-150;3228;DSL AA;27
28;Ford;1838;F-150;3229;Nafta 3.6 4x4;27
28;Ford;1838;F-150;3230;Nafta 3.6 Std;27
28;Ford;1869;Galaxy;3495;Otra Versión;27
28;Ford;1848;F6000;3250;Otra Versión;27
28;Ford;1849;F700;3251;Otra Versión;27
28;Ford;1861;Focus;3353;Ambiente 1.6 4P;27
28;Ford;1861;Focus;3354;Ambiente 1.6 5P;27
28;Ford;1861;Focus;3355;Ambiente 1.8 4P;27
28;Ford;1861;Focus;3356;Ambiente 1.8 5P;27
28;Ford;1861;Focus;3357;Ambiente Taxi;27
28;Ford;1861;Focus;3358;Ambiente TDi 4P;27
28;Ford;1861;Focus;3359;Ambiente TDi 5P;27
28;Ford;1861;Focus;3360;CLX 4P;27
28;Ford;1861;Focus;3361;CLX 5P;27
28;Ford;1861;Focus;3362;CLX Seguridad 4P;27
28;Ford;1861;Focus;3363;CLX Seguridad 5P;27
28;Ford;1861;Focus;3364;Edge 1.6 4P;27
28;Ford;1861;Focus;3365;Edge 1.6 5P;27
28;Ford;1861;Focus;3366;Edge 1.8L TDi 90CV 5P;27
28;Ford;1861;Focus;3367;Edge 2.0 4P;27
28;Ford;1861;Focus;3368;Edge 2.0 4P Aut;27
28;Ford;1861;Focus;3369;Edge 2.0 5P;27
28;Ford;1861;Focus;3370;Edge TDi  5P (115 Cv);27
28;Ford;1861;Focus;3371;Edge TDi 4P (115 Cv);27
28;Ford;1861;Focus;3372;Edge TDi 4P (90 Cv);27
28;Ford;1861;Focus;3373;Ghia 2.0 4P (90 Cv);27
28;Ford;1861;Focus;3374;Ghia 2.0 4P Aut;27
28;Ford;1861;Focus;3375;Ghia 2.0 5P;27
28;Ford;1861;Focus;3376;Ghia 2.0L 16V Nafta 145CV 4P;27
28;Ford;1861;Focus;3377;Ghia 5P Aut;27
28;Ford;1861;Focus;3378;Ghia AT Nafta 2.0L;27
28;Ford;1861;Focus;3379;Ghia Nafta 2.0L;27
28;Ford;1861;Focus;3380;Ghia TDCi 4P (115 Cv);27
28;Ford;1861;Focus;3381;Ghia TDCi 5P (115 Cv);27
28;Ford;1861;Focus;3382;Ghia TDi 5P (90 Cv);27
28;Ford;1861;Focus;3383;Ghia TDi Seguridad 4P;27
28;Ford;1861;Focus;3384;Ghia TDi Seguridad 5P;27
28;Ford;1861;Focus;3385;Ghia Turbo Diesel 1.8L;27
28;Ford;1861;Focus;3386;LX 5P;27
28;Ford;1861;Focus;3387;LX TDi 5P;27
28;Ford;1861;Focus;3388;Security 1.8L 5P;27
28;Ford;1861;Focus;3389;Style;27
28;Ford;1861;Focus;3390;Style Turbo Diesel 1.8;27
28;Ford;1861;Focus;3391;Trend 1.6;27
28;Ford;1861;Focus;3392;Trend Nafta 2.0L;27
28;Ford;1861;Focus;3393;Trend Plus Nafta 2.0L;27
28;Ford;1861;Focus;3394;Trend Plus Turbo Diesel 1.8L;27
28;Ford;1861;Focus;3395;XR 5P;27
28;Ford;1841;F-350;3234;Diesel;27
28;Ford;1869;Galaxy;3488;1.8i;27
28;Ford;1869;Galaxy;3489;Ghia 2.0;27
28;Ford;1869;Galaxy;3490;Ghia 2.0i;27
28;Ford;1869;Galaxy;3491;Ghia 2.0i Abs;27
28;Ford;1869;Galaxy;3492;GL 2.0;27
28;Ford;1869;Galaxy;3493;GL 2.0i;27
28;Ford;1883;Maverick;4413;Comet GT;27
28;Ford;1883;Maverick;4414;Grabber;27
28;Ford;1883;Maverick;4415;Otra Versión;27
28;Ford;1883;Maverick;4416;Sprint;27
28;Ford;1883;Maverick;4417;Stallion;27
28;Ford;1887;Mondeo;4610;1.8L TITANIUM  Diesel;27
28;Ford;1887;Mondeo;4611;2.5L TITANIUM  Nafta;27
28;Ford;1887;Mondeo;4612;CLX 5P;27
28;Ford;1887;Mondeo;4613;CLX 5P TD;27
28;Ford;1887;Mondeo;4614;CLX Rural;27
28;Ford;1887;Mondeo;4615;CLX Rural/SW TD;27
28;Ford;1887;Mondeo;4616;Ghia 1.8L DSL;27
28;Ford;1887;Mondeo;4617;Ghia 2.0 16v;27
28;Ford;1887;Mondeo;4618;Ghia 2.0 4P;27
28;Ford;1887;Mondeo;4619;Ghia 2.0 5P;27
28;Ford;1887;Mondeo;4620;Ghia 2.0 Rural;27
28;Ford;1887;Mondeo;4621;Ghia 2.0 TDi;27
28;Ford;1887;Mondeo;4622;Ghia 2.3L AT;27
28;Ford;1887;Mondeo;4623;Ghia 2.5 V6;27
28;Ford;1887;Mondeo;4624;Ghia 2.5 V6 Aut;27
28;Ford;1887;Mondeo;4625;Guia 2.0 TDCi;27
28;Ford;1887;Mondeo;4626;Guia 2.0 TDCi Aut;27
28;Ford;1887;Mondeo;4627;Otra Versión;27
28;Ford;1887;Mondeo;4628;ST220;27
28;Ford;1887;Mondeo;4629;ST220 TDCi;27
28;Ford;1887;Mondeo;4630;Titanium 2.5L;27
28;Ford;1877;Kuga;4172;Otra Versión;27
28;Ford;1877;Kuga;4173;Titanium 2.5T AT 4x4;27
28;Ford;1877;Kuga;4174;Titanium 2.5T AT 4x4 L;27
28;Ford;1877;Kuga;4175;Trend 2.5 MT 4x4;27
28;Ford;1876;Ka;4030;1.0 Ambiente MP3;27
28;Ford;1876;Ka;4031;1.0 Base;27
28;Ford;1876;Ka;4032;1.0 Energy MP3;27
28;Ford;1876;Ka;4033;1.0 Image;27
28;Ford;1876;Ka;4034;1.0 Plus;27
28;Ford;1876;Ka;4035;1.0 Seguridad Full;27
28;Ford;1876;Ka;4036;1.0 Tattoo;27
28;Ford;1876;Ka;4037;1.0 Tattoo Plus;27
28;Ford;1876;Ka;4038;1.3 Base;27
28;Ford;1876;Ka;4039;1.3 Image Full;27
28;Ford;1876;Ka;4040;1.3 Plus;27
28;Ford;1876;Ka;4041;1.3 Seguridad Full;27
28;Ford;1876;Ka;4042;1.6 Action;27
28;Ford;1876;Ka;4043;1.6 Base;27
28;Ford;1876;Ka;4044;1.6 Black;27
28;Ford;1876;Ka;4045;1.6 Plus;27
28;Ford;1876;Ka;4046;1.6 Tattoo Plus;27
28;Ford;1876;Ka;4047;1.6 XR Sport;27
28;Ford;1876;Ka;4048;Fly 1.0;27
28;Ford;1876;Ka;4049;Fly 1.6;27
28;Ford;1876;Ka;4050;Fly Plus 1.0;27
28;Ford;1876;Ka;4051;Fly Plus 1.6;27
28;Ford;1876;Ka;4052;Fly Viral 1.0;27
28;Ford;1876;Ka;4053;Fly Viral 1.6;27
28;Ford;1876;Ka;4054;Mp3;27
28;Ford;1876;Ka;4055;Otra Versión;27
28;Ford;1876;Ka;4056;Pulse;27
28;Ford;1876;Ka;4057;Pulse 1.6L;27
28;Ford;1876;Ka;4058;Pulse Top 1.6L;27
28;Ford;1876;Ka;4059;Revolution;27
28;Ford;1876;Ka;4060;Tecno;27
28;Ford;1876;Ka;4061;Top Pulse;27
28;Ford;1906;Ranger;5402;4x2 LTD 2,3 Nafta C/D;27
28;Ford;1906;Ranger;5403;F-Truck 2.3L 4x2 Cabina Simple;27
28;Ford;1906;Ranger;5404;F-Truck 2.8L 4x2 TDi Cabina Simple;27
28;Ford;1906;Ranger;5405;F-Truck 3.0L 4x2 TDi Cabina Simple;27
28;Ford;1906;Ranger;5406;Splash;27
28;Ford;1906;Ranger;5407;Splash Supercab;27
28;Ford;1906;Ranger;5408;XL 2.8L 4x2 TDi Cabina Doble;27
28;Ford;1906;Ranger;5409;XL 2.8L 4x2 TDi Cabina Simple;27
28;Ford;1906;Ranger;5410;XL 2.8L 4x4 TDi Cabina Doble;27
28;Ford;1906;Ranger;5411;XL 2.8L 4x4 TDi Cabina Simple;27
28;Ford;1906;Ranger;5412;XL 2.8L Plus 4x2 TDi Cabina Doble;27
28;Ford;1906;Ranger;5413;XL 2.8L Plus 4x2 TDi Cabina Simple;27
28;Ford;1906;Ranger;5414;XL 2.8L Plus 4x4 TDi Cabina Doble;27
28;Ford;1906;Ranger;5415;XL 2.8L Plus 4x4 TDi Cabina Simple;27
28;Ford;1906;Ranger;5416;XL 3.0L Base 4x2 TDi Cabina Doble;27
28;Ford;1906;Ranger;5417;XL 3.0L Plus 4x2 TDi Cabina Doble;27
28;Ford;1906;Ranger;5418;XL 3.0L Plus 4x2 TDi Cabina Simple;27
28;Ford;1906;Ranger;5419;XL 3.0L Plus 4x4 TDi Cabina Doble;27
28;Ford;1906;Ranger;5420;XL 3.0L Plus 4x4 TDi Cabina Simple;27
28;Ford;1906;Ranger;5421;XL 4x2 Cabina Doble;27
28;Ford;1906;Ranger;5422;XL 4x2 Nafta Cabina Doble;27
28;Ford;1906;Ranger;5423;XL 4x2 Nafta Cabina Simple;27
28;Ford;1906;Ranger;5424;XL CD 3.0L Tdi (4x2);27
28;Ford;1906;Ranger;5425;XL Plus CS 3.0L Tdi (4x2);27
28;Ford;1906;Ranger;5426;XLPlus 4x2 Cabina Doble;27
28;Ford;1906;Ranger;5427;XLS 2.8L 4x2 TDi Plus Cabina Doble;27
28;Ford;1906;Ranger;5428;XLS 3.0L 4x2 TDi Plus Cabina Doble;27
28;Ford;1906;Ranger;5429;XLT 2.8L 4x2 TDi Cabina Doble;27
28;Ford;1906;Ranger;5430;XLT 2.8L 4x4 Limited Cabina Doble;27
28;Ford;1906;Ranger;5431;XLT 2.8L 4x4 TDi Cabina Doble;27
28;Ford;1906;Ranger;5432;XLT 3.0L 4x2 TDi Cabina Doble;27
28;Ford;1906;Ranger;5433;XLT 3.0L 4x4 Limited Cabina Doble;27
28;Ford;1906;Ranger;5434;XLT 3.0L 4x4 TDi Cabina Doble;27
28;Ford;1906;Ranger;5435;XLT 4x2 Cabina Doble;27
28;Ford;1906;Ranger;5436;XLT 4x2 Cabina Simple;27
28;Ford;1906;Ranger;5437;XLT 4x4 Cabina Doble;27
28;Ford;1906;Ranger;5438;XLT 4x4 Cabina Simple;27
28;Ford;1906;Ranger;5439;XLT Supercab;27
28;Ford;1903;Probe;5297;16V;27
28;Ford;1903;Probe;5298;24V;27
28;Ford;1903;Probe;5299;GT;27
28;Ford;1903;Probe;5300;Otra Versión;27
28;Ford;1903;Probe;5301;SE;27
28;Ford;1903;Probe;5302;V6;27
28;Ford;1896;Orion;4822;Ghia;27
28;Ford;1896;Orion;4823;GL;27
28;Ford;1896;Orion;4824;GL Full;27
28;Ford;1896;Orion;4825;GLi;27
28;Ford;1896;Orion;4826;GLX;27
28;Ford;1896;Orion;4827;Otra Versión;27
28;Ford;1893;Nueva Ranger;4771;CD 4X2 2.3L N XL Plus;27
28;Ford;1893;Nueva Ranger;4772;CD 4X2 3.0L D XL MP3;27
28;Ford;1893;Nueva Ranger;4773;CD 4X2 3.0L D XL Plus MP3;27
28;Ford;1893;Nueva Ranger;4774;CD 4X2 3.0L D XLS MP3;27
28;Ford;1893;Nueva Ranger;4775;CD 4X2 3.0L D XLT;27
28;Ford;1893;Nueva Ranger;4776;CD 4X4 3.0L D Limited one tone;27
28;Ford;1893;Nueva Ranger;4777;CD 4X4 3.0L D Superduty;27
28;Ford;1893;Nueva Ranger;4778;CD 4X4 3.0L D XLT;27
28;Ford;1893;Nueva Ranger;4779;CD 4X4 3.0L Plus MP3;27
28;Ford;1893;Nueva Ranger;4780;CS 4X2 2.3L N F-Truck;27
28;Ford;1893;Nueva Ranger;4781;CS 4X2 3.0L D F-Truck;27
28;Ford;1893;Nueva Ranger;4782;CS 4X2 3.0L D XL Plus;27
28;Ford;1893;Nueva Ranger;4783;CS 4X4 3.0L D XL Plus;27
28;Ford;1893;Nueva Ranger;4784;Otra Versión;27
28;Ford;1894;Nuevo Fiesta;4785;Ambiente 1.4L Tdi MP3;27
28;Ford;1894;Nuevo Fiesta;4786;Ambiente 1.6L MP3;27
28;Ford;1894;Nuevo Fiesta;4787;Edge 1.4L Tdi MP3;27
28;Ford;1894;Nuevo Fiesta;4788;Edge 1.6L;27
28;Ford;1894;Nuevo Fiesta;4789;Edge Plus 1.4L Tdi;27
28;Ford;1894;Nuevo Fiesta;4790;Edge Plus 1.6L MP3;27
28;Ford;1894;Nuevo Fiesta;4791;Otra Versión;27
28;Ford;1895;Nuevo Mondeo;4792;1.8L TITANIUM Duratorq;27
28;Ford;1895;Nuevo Mondeo;4793;2.5L TITANIUM Duratorq Turbo;27
28;Ford;1895;Nuevo Mondeo;4794;Ghia;27
28;Ford;1895;Nuevo Mondeo;4795;Ghia 1.8L Duratorq TDCi;27
28;Ford;1895;Nuevo Mondeo;4796;Ghia 2.0L Duratorq;27
28;Ford;1895;Nuevo Mondeo;4797;Ghia 2.3L Duratorq;27
28;Ford;1895;Nuevo Mondeo;4798;Otra Versión;27
28;Ford;1895;Nuevo Mondeo;4799;Titanium;27
28;Ford;1926;Windstar;321;Otra Versión;27
28;Ford;1857;Festiva;104;Otra Versión;27
28;Ford;1858;Fiesta;105;Otra Versión;27
28;Ford;1861;Focus;108;Otra Versión;27
28;Ford;1833;Expedition;96;Otra Versión;27
28;Ford;1834;Explorer;97;Otra Versión;27
28;Ford;1835;F-100;99;Otra Versión;27
28;Ford;1838;F-150;100;Otra Versión;27
28;Ford;1841;F-350;101;Otra Versión;27
28;Ford;1830;Escort;90;Otra Versión;27
28;Ford;1827;Ecosport;87;Otra Versión;27
28;Ford;1803;Bronco;44;Otra Versión;27
28;Ford;1799;Aerostar;23;Otra Versión;27
28;Ford;1912;Sport Trac;287;Otra Versión;27
28;Ford;1906;Ranger;264;Otra Versión;27
28;Ford;1897;Otro Modelo;196;Otra Versión;27
28;Ford;1888;Mustang;171;Otra Versión;27
28;Ford;1799;Aerostar;1734;Van;27
28;Ford;1797;A;1360;Otra Versión;27
28;Ford;1797;A;1358;Nafta;27
28;Ford;1803;Bronco;1995;c/Perk. 6 cil.;27
28;Ford;1806;Cargo;2149;1416/36;27
28;Ford;1806;Cargo;2150;1416/43;27
28;Ford;1806;Cargo;2151;1416/48;27
28;Ford;1806;Cargo;2152;1716;27
28;Ford;1806;Cargo;2153;1722/35;27
28;Ford;1806;Cargo;2154;1722/48;27
28;Ford;1806;Cargo;2155;1730;27
28;Ford;1806;Cargo;2156;2625;27
28;Ford;1806;Cargo;2157;Otra Versión;27
28;Ford;1918;Thunderbird;6304;Coupe;27
28;Ford;1918;Thunderbird;6305;Otra Versión;27
28;Ford;1921;Transit;6419;120 S DA;27
28;Ford;1921;Transit;6420;190 L Minibus;27
28;Ford;1921;Transit;6421;Corta Base TDi;27
28;Ford;1921;Transit;6422;Corta Plus TDi;27
28;Ford;1921;Transit;6423;Larga Base TDi;27
28;Ford;1921;Transit;6424;Larga Plus TDi;27
28;Ford;1921;Transit;6425;Otra Versión;27
28;Ford;1921;Transit;6426;TDi Bus 14 Pas.;27
28;Ford;1915;Taunus;6257;Ghia;27
28;Ford;1915;Taunus;6258;GL;27
28;Ford;1915;Taunus;6259;GP;27
28;Ford;1915;Taunus;6260;GXL;27
28;Ford;1915;Taunus;6261;L;27
28;Ford;1915;Taunus;6262;Otra Versión;27
28;Ford;1915;Taunus;6263;SP5;27
28;Ford;1916;Taurus;6264;3.0;27
28;Ford;1916;Taurus;6265;3.0 4P;27
28;Ford;1916;Taurus;6266;Otra Versión;27
28;Ford;1914;T;6240;Nafta;27
28;Ford;1914;T;6241;Otra Versión;27
28;Ford;1910;Sierra;6001;Ghia;27
28;Ford;1910;Sierra;6002;Ghia Rural;27
28;Ford;1910;Sierra;6003;Ghia SX;27
28;Ford;1910;Sierra;6004;GL;27
28;Ford;1910;Sierra;6005;L;27
28;Ford;1910;Sierra;6006;LX;27
28;Ford;1910;Sierra;6007;Otra Versión;27
28;Ford;1910;Sierra;6008;Rural GXL;27
28;Ford;1910;Sierra;6009;XR4 Coupé;27
28;Ford;1911;S-MAX;6037;1.8L TREND Diesel;27
28;Ford;1911;S-MAX;6038;2.3L TITANIUM Nafta;27
28;Ford;1911;S-MAX;6039;Otra Versión;27
28;Ford;1905;Ranchero;5387;Diesel;27
28;Ford;1905;Ranchero;5388;Nafta;27
28;Ford;1905;Ranchero;5389;Otra Versión;27
28;Ford;1881;LTD;8074;Otra Versión;27
28;Ford;1888;Mustang;8146;Grand D;27
28;Ford;1888;Mustang;8147;GT  V8 Convertible;27
28;Ford;1888;Mustang;8148;GT Coupé V8;27
28;Ford;1888;Mustang;8149;GT V6 Convertible;27
28;Ford;1888;Mustang;8150;GT V6 Coupé;27
28;Ford;1858;Fiesta;7871;Trend;27
28;Ford;1861;Focus;7886;LX;27
28;Ford;1863;Fordor;7887;Otra Versión;27
28;Ford;1827;Ecosport;7848;XLS 4x2;27
28;Ford;1828;Edge;7849;SE AWD;27
28;Ford;1828;Edge;7850;SEL AWD;27
28;Ford;1833;Expedition;7855;Edie Bauer;27
28;Ford;1838;F-150;7856;Lariat;27
28;Ford;1838;F-150;7857;XLT 4X2;27
28;Ford;1838;F-150;7858;XLT 4X4;27
28;Ford;1800;Anglia;7576;Otra Versión;27
28;Ford;1814;Contour;7067;Otra Versión;27
28;Ford;1823;Del Rey;7089;Otra Versión;27
28;Ford;1825;E-350;7105;Otra Versión;27
28;Ford;1811;Club Wagon;7059;Otra Versión;27
28;Ford;1868;Galaxie;7145;Otra Versión;27
28;Ford;1865;Freestar;7137;Otra Versión;27
28;Ford;1866;Freestyle;7138;Otra Versión;27
28;Ford;1882;M151A2;7216;Otra Versión;27
28;Ford;1889;Mustang Gt;7244;Otra Versión;27
28;Ford;1890;Mustang Gt-Premium;7245;Otra Versión;27
28;Ford;1891;Mustang Saleen;7246;Otra Versión;27
28;Ford;1873;Half-Ton;7163;Otra Versión;27
28;Ford;1909;Shelby Gt500;7351;Otra Versión;27
28;Ford;1917;Tempo;7390;Otra Versión;27
28;Ford;1841;F-350;10128;5.4 4x4;27
28;Ford;1841;F-350;10129;5408 4x2;27
28;Ford;1841;F-350;10130;5408 4x4;27
28;Ford;1857;Festiva;10179;1.3 HB;27
28;Ford;1857;Festiva;10180;Sedan NB;27
28;Ford;1857;Festiva;10181;Sedan NB Avila;27
28;Ford;1858;Fiesta;10182;1.6 Power;27
28;Ford;1858;Fiesta;10183;Hatchback MT-5p;27
28;Ford;1858;Fiesta;10184;Sport Back AT-4p;27
28;Ford;1858;Fiesta;10185;Sportback MT-4p;27
28;Ford;1858;Fiesta;10186;Super Charger 1.0;27
28;Ford;1835;F-100;10112;XLT 4.9i;27
28;Ford;1838;F-150;10113;3.6 4x4;27
28;Ford;1838;F-150;10114;3.6 Std;27
28;Ford;1838;F-150;10115;4x2 XL Platon;27
28;Ford;1838;F-150;10116;4x2 XLT Platon Flareside;27
28;Ford;1838;F-150;10117;4x4 Supercab;27
28;Ford;1838;F-150;10118;4x4 XLT Doble Cabina Flareside;27
28;Ford;1838;F-150;10119;4x4 XLT Platon Flareside;27
28;Ford;1838;F-150;10120;5.4 Doble Cabina;27
28;Ford;1838;F-150;10121;Cabina Sencilla Platon Flareside;27
28;Ford;1838;F-150;10122;Doble Cabina Platon Styleside;27
28;Ford;1838;F-150;10123;Platon Flareside;27
28;Ford;1838;F-150;10124;Platon Styleside;27
28;Ford;1838;F-150;10125;Raptor;27
28;Ford;1838;F-150;10126;Super Crew;27
28;Ford;1861;Focus;10205;2.0 HB;27
28;Ford;1861;Focus;10206;Ambiente TDi;27
28;Ford;1861;Focus;10207;CLX Seguridad;27
28;Ford;1861;Focus;10208;Edge 1.6;27
28;Ford;1861;Focus;10209;Edge 2.0;27
28;Ford;1861;Focus;10210;Edge TDi;27
28;Ford;1861;Focus;10211;Ghia;27
28;Ford;1861;Focus;10212;Ghia 2.0;27
28;Ford;1861;Focus;10213;Ghia TDCi;27
28;Ford;1861;Focus;10214;LX TDi;27
28;Ford;1861;Focus;10215;Sedan 2.0;27
28;Ford;1867;Fusion;10254;V6 3.0 Automatico;27
28;Ford;1869;Galaxy;10261;V8;27
28;Ford;1819;Crown;9913;Otra Versión;27
28;Ford;1829;Escape;10059;2.0 XLT 4X2;27
28;Ford;1829;Escape;10060;3.0 XLS;27
28;Ford;1829;Escape;10061;3.0 XLT 4X4;27
28;Ford;1832;Excursion;10090;4.7 4X4;27
28;Ford;1833;Expedition;10091;5.4 V8;27
28;Ford;1834;Explorer;10092;Aventura;27
28;Ford;1834;Explorer;10093;Eddie Bauer V8;27
28;Ford;1834;Explorer;10094;Elite;27
