idmarca;Marca;idmodelo;Modelo;idversion;Version;idpais
83;Volkswagen;6219;Jetta;21203;Comfortline 2.5;27
83;Volkswagen;6219;Jetta;21204;Trendline 2.5 AT;27
83;Volkswagen;6266;Voyage;21205;Power 1.6;27
83;Volkswagen;6266;Voyage;21206;Spirit 1.6;27
83;Volkswagen;6213;Gol;21207;One 1.6;27
83;Volkswagen;6257;Tiguan;21208;Sport&Style 2.0 AT;27
83;Volkswagen;6256;Suran;21188;Comfortline  AB;27
83;Volkswagen;6256;Suran;21189;Limited Edition;27
83;Volkswagen;6186;Amarok;21190;CS 4x4 Startline MT 140;27
83;Volkswagen;7388;CC;21191;3.6 V6 Highline;27
83;Volkswagen;6189;Beetle;21192;Fender Sport Tiptronic;27
83;Volkswagen;6257;Tiguan;21193;Sport&Style 2.0 DSG;27
83;Volkswagen;6219;Jetta;21194;Trendline 2.5 MT;27
83;Volkswagen;7392;Jetta GLI;21195;1.8 AT;27
83;Volkswagen;7392;Jetta GLI;21196;1.8 MT;27
83;Volkswagen;6219;Jetta;21197;Trendline 2.0 AT;27
83;Volkswagen;6265;Vento;21198;Trendline MT entry;27
83;Volkswagen;6231;Passat;21199;Highline 1.8 TSi Entry;27
83;Volkswagen;6261;Transporter;21168;Carga CL Techo Bajo;27
83;Volkswagen;6203;Crafter;21169;MWB NR 109 Hp;27
83;Volkswagen;6203;Crafter;21170;35 Chasis Medio Techo Alto;27
83;Volkswagen;6186;Amarok;21171;Startline AT 4M TDI;27
83;Volkswagen;6261;Transporter;21172;Carga CL Techo Alto + AA;27
83;Volkswagen;6257;Tiguan;21148;Sport & Style 1.4;27
83;Volkswagen;6257;Tiguan;21149;1.4 DSG;27
83;Volkswagen;6189;Beetle;21150;Turbo 2.0 MT;27
83;Volkswagen;6189;Beetle;21151;2.5 MT;27
83;Volkswagen;6219;Jetta;21152;2.0 AT;27
83;Volkswagen;6219;Jetta;21153;2.0 MT;27
83;Volkswagen;7389;Gol Trend;21154;3P Pack III;27
83;Volkswagen;7389;Gol Trend;21155;3P Pack II;27
83;Volkswagen;7389;Gol Trend;21156;3P Pack I;27
83;Volkswagen;7389;Gol Trend;21157;3P Serie;27
83;Volkswagen;6261;Transporter;21219;Kombi 9 pasajeros;27
83;Volkswagen;6261;Transporter;21220;Kombi 11 pasajeros;27
83;Volkswagen;6203;Crafter;21221;50 Chasis Largo Techo Alto Bus;27
83;Volkswagen;6266;Voyage;21222;Voyage Trendline 2AB ABS;27
83;Volkswagen;7393;Polo GTI;21159;1.4 DSG;27
83;Volkswagen;6257;Tiguan;21160;FL Highline 2.0 TDI 4x4 AT;27
83;Volkswagen;7495;Up!;21260;Otra Versión;27
83;Volkswagen;7495;Up!;21261;White up! 5P;27
83;Volkswagen;7495;Up!;21262;Black up! 5P;27
83;Volkswagen;7495;Up!;21263;High up! 5P;27
83;Volkswagen;7495;Up!;21264;High up! 3P1;27
83;Volkswagen;7495;Up!;21265;High up! 3P;27
83;Volkswagen;7495;Up!;21266;Move up! 3P;27
83;Volkswagen;7495;Up!;21267;Take up! 3P;27
83;Volkswagen;7495;Up!;21268;Move up! 5P;27
83;Volkswagen;7495;Up!;21269;Take up! 5P;27
83;Volkswagen;6190;Bora;20925;Trendline AT Serie SKY;27
83;Volkswagen;6190;Bora;20926;Trendline;27
83;Volkswagen;6257;Tiguan;21144;TDI Elegance Tiptronic;27
83;Volkswagen;6257;Tiguan;21145;TSI Elegance Tiptronic;27
83;Volkswagen;6257;Tiguan;21146;TSI Elegance;27
83;Volkswagen;6186;Amarok;21117;Entry 4x2 TDI;27
83;Volkswagen;6234;Polo;21118;Highline DSG;27
83;Volkswagen;6234;Polo;21119;Highline;27
83;Volkswagen;6234;Polo;21120;Comfortline DSG;27
83;Volkswagen;6234;Polo;21121;Comfortline;27
83;Volkswagen;7389;Gol Trend;21122;5P Pack III;27
83;Volkswagen;7389;Gol Trend;21112;5P Pack II;27
83;Volkswagen;7389;Gol Trend;21113;5P Pack I;27
83;Volkswagen;7389;Gol Trend;21114;5P Serie;27
83;Volkswagen;6186;Amarok;21115;Entry 4x4 TDI;27
83;Volkswagen;6265;Vento;21104;2.0L TDI Confort;27
83;Volkswagen;6216;Golf;21105;1.4 TSI;27
83;Volkswagen;6217;Golf Gti;21106;2.0 DSG;27
83;Volkswagen;6217;Golf Gti;21107;2.0 Manual;27
83;Volkswagen;6259;Touareg;21108;V6 Hybrid;27
83;Volkswagen;6189;Beetle;21109;Turbo 2.0 DSG;27
83;Volkswagen;6186;Amarok;21110;CS 4x2 Startline MT 140;27
83;Volkswagen;6261;Transporter;21080;2.0 TDI Pasajeros;27
83;Volkswagen;6186;Amarok;21081;Entry 4x2 TSI;27
83;Volkswagen;6204;Cross Fox;21082;Quemacocos+ABS;27
83;Volkswagen;6204;Cross Fox;21083;Quemacocos;27
83;Volkswagen;6204;Cross Fox;21084;Base;27
83;Volkswagen;6261;Transporter;21085;2.0 TDI Cargo Van;27
83;Volkswagen;7388;CC;21086;2.0 TDI Exclusive DSG;27
83;Volkswagen;7388;CC;21087;2.0 TDI Luxury DSG;27
83;Volkswagen;7388;CC;21088;2.0 TDI Advance DSG;27
83;Volkswagen;7388;CC;21089;2.0 TDI Exclusive MT;27
83;Volkswagen;7388;CC;21090;2.0 TDI Luxury MT;27
83;Volkswagen;7388;CC;21091;2.0 TDI Advance MT;27
83;Volkswagen;7388;CC;21092;2.0 TSI Exclusive DSG;27
83;Volkswagen;7388;CC;21093;2.0 TSI Luxury DSG;27
83;Volkswagen;7388;CC;21094;2.0 TSI Advance DSG;27
83;Volkswagen;7388;CC;21095;2.0 TSI Exclusive MT;27
83;Volkswagen;7388;CC;21096;2.0 TSI Luxury MT;27
83;Volkswagen;7388;CC;21097;2.0 TSI Advance MT;27
83;Volkswagen;6257;Tiguan;21054;TDI Exclusive Tiptronic;27
83;Volkswagen;6257;Tiguan;21055;TDI Sport & Style Tip;27
83;Volkswagen;6257;Tiguan;21056;TSI Exclusive Tiptronic;27
83;Volkswagen;6257;Tiguan;21057;TSI Exclusive;27
83;Volkswagen;6257;Tiguan;21058;TSI Sport & Style Tip;27
83;Volkswagen;6257;Tiguan;21059;TSI Sport & Style;27
83;Volkswagen;6257;Tiguan;21060;TDI Premium Tiptronic;27
83;Volkswagen;7390;California;21061;4x4 6MT 140 HP;27
83;Volkswagen;6186;Amarok;21066;Power Plus PE 4x2;27
83;Volkswagen;6186;Amarok;21067;Power Plus PE 4x4;27
83;Volkswagen;6245;Saveiro;21068;1.6 MT Power Plus Cab. Simple;27
83;Volkswagen;6186;Amarok;21069;CD 4x4 High. Pack MT 180;27
83;Volkswagen;6186;Amarok;21070;CD 4x4 Highline MT 180;27
83;Volkswagen;6186;Amarok;21071;CD 4x2 High. Pack MT 180;27
83;Volkswagen;6186;Amarok;21072;CD 4x2 Highline MT 180;27
83;Volkswagen;6186;Amarok;21073;CD 4x4 Startline MT 140;27
83;Volkswagen;6186;Amarok;21074;CD 4x2 Startline MT 140;27
83;Volkswagen;6250;Sharan;21075;2.0L TSI Highline;27
83;Volkswagen;6186;Amarok;21076;CD 4x4 High. Pack AT 180;27
83;Volkswagen;6257;Tiguan;21051;TSI Premium Tiptronic;27
83;Volkswagen;6257;Tiguan;21052;TSI Premium;27
83;Volkswagen;7392;Jetta GLI;21031;2.0;27
83;Volkswagen;6231;Passat;21032;2.0 TSI Luxury DSG;27
83;Volkswagen;6231;Passat;21033;2.0 TSI Luxury Manual;27
83;Volkswagen;6231;Passat;21037;2.0 TSI Advance DSG;27
83;Volkswagen;6231;Passat;21038;2.0 TSI Advance Manual;27
83;Volkswagen;6231;Passat;21039;1.8 TSI Confort Manual;27
83;Volkswagen;6231;Passat;21040;3.6 V6 DSG;27
83;Volkswagen;6231;Passat;21041;2.5 Tip Sportline;27
83;Volkswagen;6231;Passat;21042;2.5 Tip Comfortline;27
83;Volkswagen;6189;Beetle;21043;2.5 Tiptronic;27
83;Volkswagen;6257;Tiguan;21044;FL Comfortline 2.0 TSI 4x4;27
83;Volkswagen;6257;Tiguan;21045;Highline;27
83;Volkswagen;6257;Tiguan;21046;Comfortline 1.4 TSI 4x2;27
83;Volkswagen;6265;Vento;21047;2.0 Trendline;27
83;Volkswagen;6265;Vento;21048;2.0 Comfortline;27
83;Volkswagen;6259;Touareg;21026;V6 FSI;27
83;Volkswagen;6265;Vento;21027;2.0 TDI Luxury MT;27
83;Volkswagen;6186;Amarok;21015;Highline TDI;27
83;Volkswagen;6219;Jetta;21016;TDI;27
83;Volkswagen;6219;Jetta;21017;Style Active;27
83;Volkswagen;6219;Jetta;21018;Style;27
83;Volkswagen;6259;Touareg;21007;3.0 V6 TDI Style;27
83;Volkswagen;6225;New Beetle;176;Otra Versión;27
83;Volkswagen;6227;Otro Modelo;206;Otra Versión;27
83;Volkswagen;6234;Polo;248;Otra Versión;27
83;Volkswagen;6231;Passat;242;Otra Versión;27
83;Volkswagen;6230;Parati;240;Otra Versión;27
83;Volkswagen;6207;Escarabajo;89;Otra Versión;27
83;Volkswagen;6211;Fox;110;Otra Versión;27
83;Volkswagen;6219;Jetta;137;Otra Versión;27
83;Volkswagen;6213;Gol;120;Otra Versión;27
83;Volkswagen;6216;Golf;121;Otra Versión;27
83;Volkswagen;6190;Bora;42;Otra Versión;27
83;Volkswagen;6195;Caddy;49;Otra Versión;27
83;Volkswagen;6265;Vento;314;Otra Versión;27
83;Volkswagen;6259;Touareg;303;Otra Versión;27
83;Volkswagen;6176;1500;446;Otra Versión;27
83;Volkswagen;6176;1500;444;1500;27
83;Volkswagen;6184;9140 ;1272;Otra Versión;27
83;Volkswagen;6195;Caddy;2086;1.6 Mi;27
83;Volkswagen;6195;Caddy;2087;1.6 Mi Aa;27
83;Volkswagen;6195;Caddy;2088;1.6 Mi Aa GNC;27
83;Volkswagen;6195;Caddy;2089;1.6 Mi GNC;27
83;Volkswagen;6195;Caddy;2090;1.9 SD;27
83;Volkswagen;6195;Caddy;2091;1.9 SD Aa;27
83;Volkswagen;6195;Caddy;2092;1.9 SD Aa Vidriada;27
83;Volkswagen;6195;Caddy;2093;1.9 SD Vidriada;27
83;Volkswagen;6197;Carat;2123;CD 2.0;27
83;Volkswagen;6197;Carat;2124;GS;27
83;Volkswagen;6197;Carat;2125;Otra Versión;27
83;Volkswagen;6189;Beetle;1873;Otra Versión;27
83;Volkswagen;6190;Bora;1945;1.8 T Highline;27
83;Volkswagen;6190;Bora;1946;1.8 T Highline Cuero;27
83;Volkswagen;6190;Bora;1947;1.8 T Highline Tiptronic;27
83;Volkswagen;6190;Bora;1948;1.8 T Highline Tiptronic Cuero;27
83;Volkswagen;6190;Bora;1949;1.8L Manual;27
83;Volkswagen;6190;Bora;1950;1.8L Manual c/cuero;27
83;Volkswagen;6190;Bora;1951;1.8L Triptronic c/cuero (6 marchas);27
83;Volkswagen;6190;Bora;1952;1.9 TDi Comfortline;27
83;Volkswagen;6190;Bora;1953;1.9 TDi Trendline;27
83;Volkswagen;6190;Bora;1954;2.0 Comfortline;27
83;Volkswagen;6190;Bora;1955;2.0 Trendline;27
83;Volkswagen;6186;Amarok;1759;2.0 TDI C/Doble Highline 4x2;27
83;Volkswagen;6186;Amarok;1760;2.0 TDI C/Doble Highline Pack 4x2;27
83;Volkswagen;6186;Amarok;1761;2.0 TDI C/Doble Trendline 4x2;27
83;Volkswagen;6186;Amarok;1762;2.0 TDI C/Doble Trendline 4x4;27
83;Volkswagen;6186;Amarok;1763;Cabina doble 2.0 TDi - Starline 4x4;27
83;Volkswagen;6186;Amarok;1764;Cabina doble 2.0 TDi - StarlineE 4x2;27
83;Volkswagen;6186;Amarok;1765;Highline 2.0 TDI 163 CV;27
83;Volkswagen;6186;Amarok;1766;Highline Pack  2.0 TDI 163 CV;27
83;Volkswagen;6186;Amarok;1767;Otra Versión;27
83;Volkswagen;6186;Amarok;1768;TDI full Doble cabina 2.0 highline  pack 4x4;27
83;Volkswagen;6186;Amarok;1769;TDI full Doble cabina 2.0 highline 4x4;27
83;Volkswagen;6186;Amarok;1770;Trendline 2.0 TDI  163 CV;27
83;Volkswagen;6235;Polo Classic;5243;1.6 Comfortline;27
83;Volkswagen;6235;Polo Classic;5244;1.6 Comfortline GNC;27
83;Volkswagen;6235;Polo Classic;5245;1.6 Edición Limitada;27
83;Volkswagen;6235;Polo Classic;5246;1.6 Format;27
83;Volkswagen;6235;Polo Classic;5247;1.6 Format GNC;27
83;Volkswagen;6235;Polo Classic;5248;1.6 Mi;27
83;Volkswagen;6235;Polo Classic;5249;1.6 Mi Aa;27
83;Volkswagen;6235;Polo Classic;5250;1.6 Mi Full;27
83;Volkswagen;6235;Polo Classic;5251;1.6 Mi Taxi;27
83;Volkswagen;6235;Polo Classic;5252;1.6 Trendline;27
83;Volkswagen;6235;Polo Classic;5253;1.6 Trendline GNC;27
83;Volkswagen;6235;Polo Classic;5254;1.8 Full;27
83;Volkswagen;6235;Polo Classic;5255;1.8 Highline;27
83;Volkswagen;6235;Polo Classic;5256;1.8 Highline ABS ABG;27
83;Volkswagen;6235;Polo Classic;5257;1.8 Sport;27
83;Volkswagen;6235;Polo Classic;5258;1.9 Edición Limitada;27
83;Volkswagen;6235;Polo Classic;5259;1.9 SD;27
83;Volkswagen;6235;Polo Classic;5260;1.9 SD Comfortline;27
83;Volkswagen;6235;Polo Classic;5261;1.9 SD Format;27
83;Volkswagen;6235;Polo Classic;5262;1.9 SD Full;27
83;Volkswagen;6235;Polo Classic;5263;1.9 SD Taxi;27
83;Volkswagen;6235;Polo Classic;5264;1.9 SD Trendline;27
83;Volkswagen;6235;Polo Classic;5265;1.9 TDi;27
83;Volkswagen;6235;Polo Classic;5266;1.9 TDi Highline;27
83;Volkswagen;6235;Polo Classic;5267;1.9 TDi Highline ABS ABG;27
83;Volkswagen;6235;Polo Classic;5268;Otra Versión;27
83;Volkswagen;6238;Quantum;5348;1.8 CL;27
83;Volkswagen;6238;Quantum;5349;1.8 CL i;27
83;Volkswagen;6238;Quantum;5350;1.8 GL;27
83;Volkswagen;6238;Quantum;5351;1.8 GLS;27
83;Volkswagen;6238;Quantum;5352;2.0 CL;27
83;Volkswagen;6238;Quantum;5353;2.0 GLS;27
83;Volkswagen;6238;Quantum;5354;2.0 GLS i;27
83;Volkswagen;6238;Quantum;5355;2.0 Mi;27
83;Volkswagen;6238;Quantum;5356;2.0 Mi ABS;27
83;Volkswagen;6238;Quantum;5357;Exclusive;27
83;Volkswagen;6238;Quantum;5358;Otra Versión;27
83;Volkswagen;6233;Pointer;5230;CLD;27
83;Volkswagen;6233;Pointer;5231;CLi;27
83;Volkswagen;6233;Pointer;5232;CLi Full;27
83;Volkswagen;6233;Pointer;5233;GLi 1.8;27
83;Volkswagen;6233;Pointer;5234;GTi 2.0;27
83;Volkswagen;6233;Pointer;5235;GTi 2.0 CD;27
83;Volkswagen;6233;Pointer;5236;Otra Versión;27
83;Volkswagen;6231;Passat;5060;1.8;27
83;Volkswagen;6231;Passat;5061;1.8 Aut;27
83;Volkswagen;6231;Passat;5062;1.8 T;27
83;Volkswagen;6231;Passat;5063;1.8 T Tiptronic;27
83;Volkswagen;6231;Passat;5064;1.8 T Trendline;27
83;Volkswagen;6231;Passat;5065;1.8 T Trendline Tiptronic;27
83;Volkswagen;6231;Passat;5066;1.9 TDi;27
83;Volkswagen;6231;Passat;5067;1.9 TDi 6Vel 4 Motion;27
83;Volkswagen;6231;Passat;5068;1.9 TDi 6Vel.;27
83;Volkswagen;6231;Passat;5069;1.9 TDI Comfortline;27
83;Volkswagen;6231;Passat;5070;1.9 TDi Comfortline Tiptronic;27
83;Volkswagen;6231;Passat;5071;1.9 TDi Tiptronic;27
83;Volkswagen;6231;Passat;5072;1.9 TDi Trendline;27
83;Volkswagen;6231;Passat;5073;1.9 TDi Trendline Tiptronic;27
83;Volkswagen;6231;Passat;5074;2.0 FSI Advance;27
83;Volkswagen;6231;Passat;5075;2.0 FSI Advance Tiptronic;27
83;Volkswagen;6231;Passat;5076;2.0 FSI Exclusive;27
83;Volkswagen;6231;Passat;5077;2.0 FSI Exclusive Tiptronic;27
83;Volkswagen;6231;Passat;5078;2.0 FSI Luxury;27
83;Volkswagen;6231;Passat;5079;2.0 FSI Luxury Tiptronic;27
83;Volkswagen;6231;Passat;5080;2.0 i;27
83;Volkswagen;6231;Passat;5081;2.0 TDI Advance;27
83;Volkswagen;6231;Passat;5082;2.0 TDI Advance DSG;27
83;Volkswagen;6231;Passat;5083;2.0 TDI Exclusive;27
83;Volkswagen;6231;Passat;5084;2.0 TDI Exclusive DSG;27
83;Volkswagen;6231;Passat;5085;2.0 TDI Luxury;27
83;Volkswagen;6231;Passat;5086;2.0 TDI Luxury DSG;27
83;Volkswagen;6231;Passat;5087;2.5 TDi V6 4Motion Tiptronic Cuero;27
83;Volkswagen;6231;Passat;5088;2.8 V6;27
83;Volkswagen;6231;Passat;5089;2.8 V6 Highline;27
83;Volkswagen;6231;Passat;5090;2.8 V6 Highline Cuero;27
83;Volkswagen;6231;Passat;5091;2.8 V6 Highline Tiptronic;27
83;Volkswagen;6231;Passat;5092;2.8 V6 Highline Tiptronic 4 Motion;27
83;Volkswagen;6231;Passat;5093;2.8 V6 Protect;27
83;Volkswagen;6231;Passat;5094;2.8 V6 Tiptronic;27
83;Volkswagen;6231;Passat;5095;3.2 V6 FSI Highline + 4Motion;27
83;Volkswagen;6231;Passat;5096;4.0 W8;27
83;Volkswagen;6231;Passat;5097;CC;27
83;Volkswagen;6231;Passat;5098;CC 3.6 V6 FSI highline + 4Motion (300CV);27
83;Volkswagen;6231;Passat;5099;Sedan 3.2L V6 Highline 4 Motion;27
83;Volkswagen;6231;Passat;5100;Variant 1.8;27
83;Volkswagen;6231;Passat;5101;Variant 1.8 Aut;27
83;Volkswagen;6231;Passat;5102;Variant 1.8 T Tiptronic;27
83;Volkswagen;6231;Passat;5103;Variant 1.8 T Trendline;27
83;Volkswagen;6231;Passat;5104;Variant 1.8 T Trendline Tiptronic Cuero;27
83;Volkswagen;6231;Passat;5105;Variant 1.8 T Trendline Triptronic;27
83;Volkswagen;6231;Passat;5106;Variant 1.9 TDi;27
83;Volkswagen;6231;Passat;5107;Variant 1.9 TDi 6Vel;27
83;Volkswagen;6231;Passat;5108;Variant 1.9 TDi 6Vel 4Motion;27
83;Volkswagen;6231;Passat;5109;Variant 1.9 TDi Aut;27
83;Volkswagen;6231;Passat;5110;Variant 1.9 TDi Comfortline;27
83;Volkswagen;6231;Passat;5111;Variant 1.9 TDi Comfortline Tiptronic;27
83;Volkswagen;6231;Passat;5112;Variant 1.9 TDi Tiptronic;27
83;Volkswagen;6231;Passat;5113;Variant 1.9 TDi Trendline;27
83;Volkswagen;6231;Passat;5114;Variant 1.9 TDi Trendline Tiptronic;27
83;Volkswagen;6231;Passat;5115;Variant 2.0 FSI Advance;27
83;Volkswagen;6231;Passat;5116;Variant 2.0 FSI Advance Tiptronic;27
83;Volkswagen;6231;Passat;5117;Variant 2.0 FSI Elegance;27
83;Volkswagen;6231;Passat;5118;Variant 2.0 FSI Elegance Tiptronic;27
83;Volkswagen;6231;Passat;5119;Variant 2.0 FSI Luxury;27
83;Volkswagen;6231;Passat;5120;Variant 2.0 FSI Luxury Tiptronic;27
83;Volkswagen;6231;Passat;5121;Variant 2.0 i;27
83;Volkswagen;6231;Passat;5122;Variant 2.0 TDI Advance;27
83;Volkswagen;6231;Passat;5123;Variant 2.0 TDI Advance DSG;27
83;Volkswagen;6231;Passat;5124;Variant 2.0 TDI Elegance;27
83;Volkswagen;6231;Passat;5125;Variant 2.0 TDI Elegance DSG;27
83;Volkswagen;6231;Passat;5126;Variant 2.0 TDI Luxury;27
83;Volkswagen;6231;Passat;5127;Variant 2.0 TDI Luxury DSG;27
83;Volkswagen;6231;Passat;5128;Variant 2.5 TDi 6V 4Motion Cuero;27
83;Volkswagen;6231;Passat;5129;Variant 2.8 V6 4Motion Tiptronic;27
83;Volkswagen;6231;Passat;5130;VR6 Exclusive;27
83;Volkswagen;6225;New Beetle;4728;1.8T Sport;27
83;Volkswagen;6225;New Beetle;4729;1.8T Sport Triptronic;27
83;Volkswagen;6225;New Beetle;4730;2.0;27
83;Volkswagen;6225;New Beetle;4731;2.0 Advance;27
83;Volkswagen;6225;New Beetle;4732;2.0 Advance Aut;27
83;Volkswagen;6225;New Beetle;4733;2.0 Aut;27
83;Volkswagen;6225;New Beetle;4734;2.0 Aut Cuero;27
83;Volkswagen;6225;New Beetle;4735;2.0 Cabrio;27
83;Volkswagen;6225;New Beetle;4736;2.0 Cabrio Tiptronic;27
83;Volkswagen;6225;New Beetle;4737;2.0 Cabrio Tiptronic Cuero;27
83;Volkswagen;6225;New Beetle;4738;2.0 Cuero;27
83;Volkswagen;6225;New Beetle;4739;2.0 Luxury;27
83;Volkswagen;6225;New Beetle;4740;2.0 Luxury Aut;27
83;Volkswagen;6225;New Beetle;4741;Cabrio Cuero;27
83;Volkswagen;6225;New Beetle;4742;Cabrio Sport;27
83;Volkswagen;6221;Kombi;4157;1;27
83;Volkswagen;6221;Kombi;4158;2;27
83;Volkswagen;6221;Kombi;4159;Furgón;27
83;Volkswagen;6221;Kombi;4160;Isard 700;27
83;Volkswagen;6221;Kombi;4161;Kombi;27
83;Volkswagen;6221;Kombi;4162;Otra Versión;27
83;Volkswagen;6224;Multivan;4671;Otra Versión;27
83;Volkswagen;6204;Cross Fox;2824;Comfortline;27
83;Volkswagen;6204;Cross Fox;2825;Highline;27
83;Volkswagen;6204;Cross Fox;2826;Highline c/cuero;27
83;Volkswagen;6204;Cross Fox;2827;Otra Versión;27
83;Volkswagen;6204;Cross Fox;2828;Trendline;27
83;Volkswagen;6207;Escarabajo;3095;1.6 3 Puertas;27
83;Volkswagen;6207;Escarabajo;3096;Last Edition;27
83;Volkswagen;6211;Fox;3420;1.9 SDi Confortline;27
83;Volkswagen;6211;Fox;3421;1.9 SDi Trendline;27
83;Volkswagen;6211;Fox;3422;Comforline 3P Pack;27
83;Volkswagen;6211;Fox;3423;Comfortline 3P;27
83;Volkswagen;6211;Fox;3424;Comfortline 3P ABS;27
83;Volkswagen;6211;Fox;3425;Comfortline 5P;27
83;Volkswagen;6211;Fox;3426;Comfortline 5P ABS;27
83;Volkswagen;6211;Fox;3427;Highline 3P;27
83;Volkswagen;6211;Fox;3428;Highline 5P;27
83;Volkswagen;6211;Fox;3429;Highline 5P + iMotion;27
83;Volkswagen;6211;Fox;3430;Trendline 3P;27
83;Volkswagen;6211;Fox;3431;Trendline 5P;27
83;Volkswagen;6211;Fox;3432;Trendline 5P + iMotion;27
83;Volkswagen;6212;Gacel;3474;GL;27
83;Volkswagen;6212;Gacel;3475;GLD;27
83;Volkswagen;6212;Gacel;3476;GLS 1.8;27
83;Volkswagen;6212;Gacel;3477;GS;27
83;Volkswagen;6212;Gacel;3478;GS 1.8;27
83;Volkswagen;6212;Gacel;3479;GS Full;27
83;Volkswagen;6212;Gacel;3480;Otra Versión;27
83;Volkswagen;6213;Gol;3542;1.6 Advance;27
83;Volkswagen;6213;Gol;3543;3P 1.0;27
83;Volkswagen;6213;Gol;3544;3P 1.6 Comfortline;27
83;Volkswagen;6213;Gol;3545;3P 1.6 Deejay;27
83;Volkswagen;6213;Gol;3546;3P 1.6 Dublin;27
83;Volkswagen;6213;Gol;3547;3P 1.6 Dublin Dh;27
83;Volkswagen;6213;Gol;3548;3P 1.6 Dublin Dh Aa;27
83;Volkswagen;6213;Gol;3549;3P 1.6 Dublin Full;27
83;Volkswagen;6213;Gol;3550;3P 1.6 Format;27
83;Volkswagen;6213;Gol;3551;3P 1.6 Format Dh;27
83;Volkswagen;6213;Gol;3552;3P 1.6 Mi Dublin Dh Aa;27
83;Volkswagen;6213;Gol;3553;3P 1.6 Mi Dublin Full;27
83;Volkswagen;6213;Gol;3554;3P 1.6 Mi Lamy;27
83;Volkswagen;6213;Gol;3555;3P 1.6 Power;27
83;Volkswagen;6213;Gol;3556;3P 1.6 Power Dh;27
83;Volkswagen;6213;Gol;3557;3P 1.6 Power Dh Aa;27
83;Volkswagen;6213;Gol;3558;3P 1.6 Trendline;27
83;Volkswagen;6213;Gol;3559;3P 1.6 Trendline Pack;27
83;Volkswagen;6213;Gol;3560;3P 1.8 Mi Dublin Full Abg;27
83;Volkswagen;6213;Gol;3561;3P 1.8 Plus;27
83;Volkswagen;6213;Gol;3562;3P 1.9 SD Comfortline;27
83;Volkswagen;6213;Gol;3563;3P 1.9 SD Comfortline PLUS;27
83;Volkswagen;6213;Gol;3564;3P 1.9 SD Dublin Dh;27
83;Volkswagen;6213;Gol;3565;3P 1.9 SD Dublin Dh Aa;27
83;Volkswagen;6213;Gol;3566;3P 1.9 SD Dublin Full;27
83;Volkswagen;6213;Gol;3567;3P 1.9 SD Dublin Full ABG;27
83;Volkswagen;6213;Gol;3568;3P 1.9 SD Format;27
83;Volkswagen;6213;Gol;3569;3P 1.9 SD Lamy;27
83;Volkswagen;6213;Gol;3570;3P 1.9 SD Trendline;27
83;Volkswagen;6213;Gol;3571;3P CL 1.6;27
83;Volkswagen;6213;Gol;3572;3P CLD 1.6;27
83;Volkswagen;6213;Gol;3573;3P CLi 1.6;27
83;Volkswagen;6213;Gol;3574;3P GL 1.6;27
83;Volkswagen;6213;Gol;3575;3P GL 1.6 Aa;27
83;Volkswagen;6213;Gol;3576;3P GL 1.6 Mi;27
83;Volkswagen;6213;Gol;3577;3P GL 1.6 Mi Full;27
83;Volkswagen;6213;Gol;3578;3P GL 1.6 Mi Plus;27
83;Volkswagen;6213;Gol;3579;3P GL 1.8;27
83;Volkswagen;6213;Gol;3580;3P GL 1.8 Full;27
83;Volkswagen;6213;Gol;3581;3P GL 1.8 Mi Full;27
83;Volkswagen;6213;Gol;3582;3P GLD 1.6;27
83;Volkswagen;6213;Gol;3583;3P GLD 1.6 Full;27
83;Volkswagen;6213;Gol;3584;3P GLD 1.6 Plus;27
83;Volkswagen;6213;Gol;3585;3P GLi 1.6;27
83;Volkswagen;6213;Gol;3586;3P GLi 1.6 Aa;27
83;Volkswagen;6213;Gol;3587;3P GLi 1.8;27
83;Volkswagen;6213;Gol;3588;3P GLi 1.8 Full;27
83;Volkswagen;6213;Gol;3589;3P GTi 2.0;27
83;Volkswagen;6213;Gol;3590;3P GTi 2.0 16V;27
83;Volkswagen;6213;Gol;3591;3P Rolling Stones;27
83;Volkswagen;6213;Gol;3592;3P Top Gun 1.6;27
83;Volkswagen;6213;Gol;3593;3P Top Gun 1.6 Full;27
83;Volkswagen;6213;Gol;3594;3P TSi 1.6;27
83;Volkswagen;6213;Gol;3595;5P 1.6 Comfortline;27
83;Volkswagen;6213;Gol;3596;5P 1.6 D;27
83;Volkswagen;6213;Gol;3597;5P 1.6 Format;27
83;Volkswagen;6213;Gol;3598;5P 1.6 Mi Dublin;27
83;Volkswagen;6213;Gol;3599;5P 1.6 Mi Dublin Dh;27
83;Volkswagen;6213;Gol;3600;5P 1.6 Mi Dublin Dh Aa;27
83;Volkswagen;6213;Gol;3601;5P 1.6 Mi Dublin Full;27
83;Volkswagen;6213;Gol;3602;5P 1.6 Mi Lamy;27
83;Volkswagen;6213;Gol;3603;5P 1.6 Power;27
83;Volkswagen;6213;Gol;3604;5P 1.6 Power Dh Aa;27
83;Volkswagen;6213;Gol;3605;5P 1.6 Trendline;27
83;Volkswagen;6213;Gol;3606;5P 1.8 Mi Dublin Full ABG;27
83;Volkswagen;6213;Gol;3607;5P 1.9 SD Comfortline;27
83;Volkswagen;6213;Gol;3608;5P 1.9 SD Comfortline PLUS;27
83;Volkswagen;6213;Gol;3609;5P 1.9 SD Dublin;27
